character_skill_level_to_effects_junctions_tables	1
character_skill_key	effect_key	effect_scope	level	value
magic_ice_crisping_cold	effect_magic_ice_miscast_reduction_crisping_cold_upgraded	character_to_character_own	3	-15.0
magic_ice_crisping_cold	effect_magic_ice_reduce_wom_cost_crisping_cold	character_to_character_own	3	-1.0
magic_ice_crisping_cold	effect_magic_ice_reduce_wom_cost_crisping_cold_upgraded	character_to_character_own	3	-2.0
magic_ice_crisping_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_crisping_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_crisping_cold	effect_magic_ice_cooldown_crisping_cold	character_to_character_own	3	-50.0
magic_ice_shattering_frost	effect_magic_ice_enable_shattering_frost	character_to_character_own	1	1.0
magic_ice_shattering_frost	effect_magic_ice_enable_shattering_frost_upgraded	character_to_character_own	2	1.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_shattering_frost	effect_magic_ice_cooldown_shattering_frost	character_to_character_own	2	-30.0
magic_ice_shattering_frost	effect_magic_ice_enable_shattering_frost_upgraded	character_to_character_own	3	1.0
magic_ice_shattering_frost	effect_magic_ice_miscast_reduction_shattering_frost_upgraded	character_to_character_own	3	-15.0
magic_ice_shattering_frost	effect_magic_ice_reduce_wom_cost_shattering_frost	character_to_character_own	3	-1.0
magic_ice_shattering_frost	effect_magic_ice_reduce_wom_cost_shattering_frost_upgraded	character_to_character_own	3	-2.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_shattering_frost	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_shattering_frost	effect_magic_ice_cooldown_shattering_frost	character_to_character_own	3	-50.0
magic_ice_chill	effect_magic_ice_enable_chill	character_to_character_own	1	1.0
magic_ice_chill	effect_magic_ice_enable_chill_upgraded	character_to_character_own	2	1.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_chill	effect_magic_ice_cooldown_chill	character_to_character_own	2	-30.0
magic_ice_chill	effect_magic_ice_enable_chill_upgraded	character_to_character_own	3	1.0
magic_ice_chill	effect_magic_ice_miscast_reduction_chill_upgraded	character_to_character_own	3	-15.0
magic_ice_chill	effect_magic_ice_reduce_wom_cost_chill	character_to_character_own	3	-1.0
magic_ice_chill	effect_magic_ice_reduce_wom_cost_chill_upgraded	character_to_character_own	3	-2.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_chill	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_chill	effect_magic_ice_cooldown_chill	character_to_character_own	3	-50.0
skill_all_magic_ice_cold	effect_ability_enable_ice_cold	character_to_character_own	1	1.0
skill_all_magic_ice_cold	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
skill_all_magic_ice_cold	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
magic_ice_blinding_blizzard	effect_magic_ice_enable_blinding_blizzard	character_to_character_own	1	1.0
magic_ice_blinding_blizzard	effect_magic_ice_enable_blinding_blizzard_upgraded	character_to_character_own	2	1.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_blinding_blizzard	effect_magic_ice_cooldown_blinding_blizzard	character_to_character_own	2	-30.0
magic_ice_blinding_blizzard	effect_magic_ice_enable_blinding_blizzard_upgraded	character_to_character_own	3	1.0
magic_ice_blinding_blizzard	effect_magic_ice_miscast_reduction_blinding_blizzard_upgraded	character_to_character_own	3	-15.0
magic_ice_blinding_blizzard	effect_magic_ice_reduce_wom_cost_blinding_blizzard	character_to_character_own	3	-1.0
magic_ice_blinding_blizzard	effect_magic_ice_reduce_wom_cost_blinding_blizzard_upgraded	character_to_character_own	3	-2.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_blinding_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_blinding_blizzard	effect_magic_ice_cooldown_blinding_blizzard	character_to_character_own	3	-50.0
magic_ice_ice_shards_dummy	effect_magic_ice_enable_ice_shards	character_to_character_own	1	1.0
magic_ice_ice_shards	effect_magic_ice_enable_ice_shards_upgraded	character_to_character_own	1	1.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
magic_ice_ice_shards	effect_magic_ice_cooldown_ice_shards	character_to_character_own	1	-30.0
magic_ice_ice_shards	effect_magic_ice_enable_ice_shards_upgraded	character_to_character_own	2	1.0
magic_ice_ice_shards	effect_magic_ice_miscast_reduction_ice_shards_upgraded	character_to_character_own	2	-15.0
magic_ice_ice_shards	effect_magic_ice_reduce_wom_cost_ice_shards	character_to_character_own	2	-1.0
magic_ice_ice_shards	effect_magic_ice_reduce_wom_cost_ice_shards_upgraded	character_to_character_own	2	-2.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_ice_shards	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_ice_shards	effect_magic_ice_cooldown_ice_shards	character_to_character_own	2	-50.0
magic_ice_storm_strike	effect_magic_ice_enable_storm_strike	character_to_character_own	1	1.0
magic_ice_storm_strike	effect_magic_ice_enable_storm_strike_upgraded	character_to_character_own	2	1.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_storm_strike	effect_magic_ice_cooldown_storm_strike	character_to_character_own	2	-30.0
magic_ice_storm_strike	effect_magic_ice_enable_storm_strike_upgraded	character_to_character_own	3	1.0
magic_ice_storm_strike	effect_magic_ice_miscast_reduction_storm_strike_upgraded	character_to_character_own	3	-15.0
magic_ice_storm_strike	effect_magic_ice_reduce_wom_cost_storm_strike	character_to_character_own	3	-1.0
magic_ice_storm_strike	effect_magic_ice_reduce_wom_cost_storm_strike_upgraded	character_to_character_own	3	-2.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_storm_strike	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_storm_strike	effect_magic_ice_cooldown_storm_strike	character_to_character_own	3	-50.0
magic_ice_chill_blast	effect_magic_ice_enable_chill_blast	character_to_character_own	1	1.0
magic_ice_chill_blast	effect_magic_ice_enable_chill_blast_upgraded	character_to_character_own	2	1.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_chill_blast	effect_magic_ice_cooldown_chill_blast	character_to_character_own	2	-30.0
magic_ice_chill_blast	effect_magic_ice_enable_chill_blast_upgraded	character_to_character_own	3	1.0
magic_ice_chill_blast	effect_magic_ice_miscast_reduction_chill_blast_upgraded	character_to_character_own	3	-15.0
magic_ice_chill_blast	effect_magic_ice_reduce_wom_cost_chill_blast	character_to_character_own	3	-1.0
magic_ice_chill_blast	effect_magic_ice_reduce_wom_cost_chill_blast_upgraded	character_to_character_own	3	-2.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_chill_blast	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_chill_blast	effect_magic_ice_cooldown_chill_blast	character_to_character_own	3	-50.0
magic_ice_ice_blizzard	effect_magic_ice_enable_ice_blizzard	character_to_character_own	1	1.0
magic_ice_ice_blizzard	effect_magic_ice_enable_ice_blizzard_upgraded	character_to_character_own	2	1.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-1.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	1.0
magic_ice_ice_blizzard	effect_magic_ice_cooldown_ice_blizzard	character_to_character_own	2	-30.0
magic_ice_ice_blizzard	effect_magic_ice_enable_ice_blizzard_upgraded	character_to_character_own	3	1.0
magic_ice_ice_blizzard	effect_magic_ice_miscast_reduction_ice_blizzard_upgraded	character_to_character_own	3	-15.0
magic_ice_ice_blizzard	effect_magic_ice_reduce_wom_cost_ice_blizzard	character_to_character_own	3	-1.0
magic_ice_ice_blizzard	effect_magic_ice_reduce_wom_cost_ice_blizzard_upgraded	character_to_character_own	3	-2.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_ice_blizzard	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_ice_blizzard	effect_magic_ice_cooldown_ice_blizzard	character_to_character_own	3	-50.0
magic_ice_tempest	effect_magic_ice_enable_tempest	character_to_character_own	1	1.0
magic_ice_tempest	effect_magic_ice_enable_tempest_upgraded	character_to_character_own	2	1.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_tempest	effect_magic_ice_cooldown_tempest	character_to_character_own	2	-30.0
magic_ice_tempest	effect_magic_ice_enable_tempest_upgraded	character_to_character_own	3	1.0
magic_ice_tempest	effect_magic_ice_miscast_reduction_tempest_upgraded	character_to_character_own	3	-15.0
magic_ice_tempest	effect_magic_ice_reduce_wom_cost_tempest	character_to_character_own	3	-1.0
magic_ice_tempest	effect_magic_ice_reduce_wom_cost_tempest_upgraded	character_to_character_own	3	-2.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_tempest	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_tempest	effect_magic_ice_cooldown_tempest	character_to_character_own	3	-50.0
magic_ice_hailstorm	effect_magic_ice_enable_hailstorm	character_to_character_own	1	1.0
magic_ice_hailstorm	effect_magic_ice_enable_hailstorm_upgraded	character_to_character_own	2	1.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
magic_ice_hailstorm	effect_magic_ice_cooldown_hailstorm	character_to_character_own	2	-30.0
magic_ice_hailstorm	effect_magic_ice_enable_hailstorm_upgraded	character_to_character_own	3	1.0
magic_ice_hailstorm	effect_magic_ice_miscast_reduction_hailstorm_upgraded	character_to_character_own	3	-15.0
magic_ice_hailstorm	effect_magic_ice_reduce_wom_cost_hailstorm	character_to_character_own	3	-1.0
magic_ice_hailstorm	effect_magic_ice_reduce_wom_cost_hailstorm_upgraded	character_to_character_own	3	-2.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-3.0
magic_ice_hailstorm	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	3.0
magic_ice_hailstorm	effect_magic_ice_cooldown_hailstorm	character_to_character_own	3	-50.0
skill_all_magic_ice_winter	effect_ability_enable_ice_winter	character_to_character_own	1	1.0
skill_all_magic_ice_winter	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
skill_all_magic_ice_winter	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_ancient_widow	wh_main_effect_agent_transform_widow	character_to_character_own	1	1.0
wh_main_skill_ancient_widow	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_ancient_widow	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_icewitch_pegasus_a	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_mount_ksl_icewitch_pegasus_a	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_icewitch_pegasus_a	wh_main_effect_enable_mount_imperial_pegasus	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_icewitch_warhorse_a	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_mount_ksl_icewitch_warhorse_a	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_icewitch_warhorse_a	wh_main_effect_enable_mount_warhorse	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_icewitch_warhorse_a	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-2.0
wh_main_skill_mount_ksl_icewitch_warhorse_a	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	2.0
wh_main_skill_mount_ksl_icewitch_warhorse_a	wh_main_effect_enable_mount_barded_warhorse	character_to_character_own	2	1.0
wh_main_skill_emp_all_unique_ursuns_ward_a	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_emp_all_unique_ursuns_ward_a	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_emp_all_unique_ursuns_ward_a	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	1	10.0
wh_main_skill_mount_ksl_boyar_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_mount_ksl_voevoda_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_mount_ksl_ungol_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_mount_ksl_ursun_priest_bear	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_mount_ksl_boyar_warhorse	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_voevoda_warhorse	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_ungol_warhorse	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_ursun_priest_bear	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_boyar_warhorse	wh_main_effect_enable_mount_warhorse	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_voevoda_warhorse	wh_main_effect_enable_mount_warhorse	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_ungol_warhorse	wh_main_effect_enable_mount_warhorse	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_ursun_priest_bear	wh_main_effect_enable_mount_war_bear	character_to_character_own	1	1.0
wh_main_skill_mount_ksl_boyar_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-1.0
wh_main_skill_mount_ksl_voevoda_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-1.0
wh_main_skill_mount_ksl_boyar_warhorse	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	1.0
wh_main_skill_mount_ksl_voevoda_warhorse	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	1.0
wh_main_skill_mount_ksl_boyar_warhorse	wh_main_effect_enable_mount_barded_warhorse	character_to_character_own	2	1.0
wh_main_skill_mount_ksl_voevoda_warhorse	wh_main_effect_enable_mount_barded_warhorse	character_to_character_own	2	1.0
