character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_arkhan	The monarch of the Undead, the liege of the Unliving.	The Liche King	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_cavalry_master	The ties that hold man and beast together cannot be broken by death alone.	Cavalry Master	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_channeller	This Liche Priest is so powerful he can tap energy directly from the Realm of Souls and direct it at will.	Channeller	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_chariot_master	Effective chariot warfare requires precise control - choreography, almost, if you will - if the victories sought by Unliving generals are to be achieved.	Chariot Master	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_dynasty_alkhazzar_ii	This warrior-king was unmatched in chariot tactics. Only the finest crews served under him - and will again, of course…	Alkhazzar II of the Sixth Dynasty	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_dynasty_lahmizzash	Lahmizzash continued the fight against Nagash, retaking sacred Khemri with the aid of his potent Ushabti.	Lahmizzash of the Fourth Dynasty	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_dynasty_rakhash	Conquering lands beyond the mountains east of Nehekhara, Rakhash was a bringer of great prosperity.	Rakhash of the Second Dynasty	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_dynasty_setep	Ruling in the wake of the war with Nagash, Setep restored the Necropolis and the Priesthood to their former glory.	Setep of the Fifth Dynasty	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_dynasty_thutep	The son of Khetep ruled only briefly before his death, but his grasp of engineering and urban development were legendary.	Thutep of the Third Dynasty	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_dynasty_wakhaf	Wakhaf repelled the nomads and secured the borders. He is a peerless master of desert warfare.	Wakhaf of the First Dynasty	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_eternal	Time itself cannot harm those who have defied death.	Eternal	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_imbuer	This Necrotect knows all the secret hieroglyphic inscriptions required to strengthen his statuary constructs.	Imbuer	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_infantry_master	The myriad Undead legions respond to their master's will without question.	Infantry Master	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_khalida	As the embodiment of the Asp Goddess in full fury, a wave of pure terror rolls over those who look upon her.	Beloved of Asaph	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_khatep	The oldest and wisest of the Liche Priests is the head of the Mortuary Cult's hieratic council.	Grand Hierophant	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_master_of_ceremony	"Revered One, Venerable One, Lord of Secrets, High Priest of the Temple of Years…"	Master of Ceremony	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_prepared	Unlife is forever; it is therefore prudent to go willingly and prepared.	Prepared	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_proficient_caster	There are many perfectly-uttered litanies and precise incantations required to draw forth spirits from the Realm of Souls. This one knows them all. 	Proficient Caster	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_scavenger	The Vulture-God assists the desert poozler, lest they lose their way 'neath the scorching desert sun.	Scavenger	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_scorpion_carver	Imbued with the souls of ancient Liche Priests, Sokth's servants are unhindered by their mechanical bodies of metal and stone.	Scorpion Carver	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_serpent_carver	That which is sculpted in Qu'aph's noble image strikes with the strength of the Serpent-God.	Serpent Carver	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_settra	Settra is a brutal warlord and powerful sorcerer combined to deadly effect; ageless, deathless, venomous, and almost entirely without peer.	Great King of Nehekhara	0	true	false	false	5.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_sphinx_carver	The stuff of myth and nightmares made stone, and later terrifying, savage reality.	Sphinx Carver	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_treacherous	The God of the Scorpions protects the venal, the perfidious, and the downright murderous.	Treacherous	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_trustworthy	The people of the desert live and die by their oaths in Basth's graceful sight.	Trustworthy	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_ushabti_carver	Djaf's servants bring brutal, jackal-headed death to his unfortunate foes.	Ushabti Carver	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_wise	Benevolent Tahoth imparts sacred knowledge and timeless wisdom to his people.	Wise	0	true	false	false	1.0	0
trait_tomb_kings.png	wh2_dlc09_skill_innate_tmb_wrathful	The Tomb Kings and their servants feel Khsar's wrath coursing through their Unliving veins.	Wrathful	0	true	false	false	1.0	0
wh_main_unit_passive_regeneration.png	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_coming_back	"We'll be back. We're coming back in here."	Coming Back	0	false	false	false	0.0	0
item_enchanted_item.png	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_lucky_skullhelm	This charmed helmet, fashioned from the skull of a slaughtered foe, protects Tretch from blows of all kinds, be they physical or magical.	Lucky Skullhelm	7	false	false	false	0.0	0
character_subterranean.png	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_master_of_guile	Tretch's sneaky, ultra-duplicitous tactics are dirty, even by Skaven low standards!	Master of Guile	0	false	false	false	0.0	0
wh2_dlc09_character_abilities_stay_here_ill_get_help.png	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_stay_here_ill_get_help	It's not running away. It's knowing when and where to be to secure the best advantage.	"Stay Here, I'll Get Help!"	0	false	false	false	0.0	0
wh2_dlc09_tretchs_raiders.png	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_tretchs_raiders	A master of exploiting others' weaknesses, Tretch and his band are never where you expect them and always where they can do most damage.	Tretch's Raiders	0	false	false	false	0.0	0
character_ward_save.png	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_vanished	"I turned around and they'd run-scurried off! Covering that distance in no time at all? It can't be natural, yes-yes!"	Vanished!	0	false	false	false	0.0	0
wh2_skv_life_is_cheap.png	wh2_dlc09_skill_skv_tretch_craventail_unique_life_is_cheap	It should be no surprise that a race without a shred of honour or decency between them have even less regard for each other's lives.	Life is Cheap	5	false	false	false	0.0	0
character_general_ability.png	wh2_dlc09_skill_tmb_arkhan_hidden	 	Arkhan Ability [HIDDEN]	0	false	false	false	0.0	0
wh2_dlc09_character_passive_befalling_curse.png	wh2_dlc09_skill_tmb_arkhan_unique_0	Reborn at last, the Liche King has returned to take revenge on all Nehekhara.	Vengeful	9	false	false	false	0.0	0
wh_main_lore_passive_the_curse_of_undeath.png	wh2_dlc09_skill_tmb_arkhan_unique_1	As the powers of Dark Magic are wielded for the purpose of Necromancy, its unwholesome energies invigorate the Undead.	The Curse of Undeath	9	false	false	false	0.0	0
character_defence.png	wh2_dlc09_skill_tmb_arkhan_unique_2	Dying has not proved a hindrance to Arkhan, so strong are his skills on the field of battle.	Martial Prowess	9	false	false	false	0.0	0
character_morale.png	wh2_dlc09_skill_tmb_arkhan_unique_3	Although not as numerous as Settra's grand army, Arkhan's Undead legions are bolstered by the Liche King's unparalleled necromantic dexterity.	Legions of Death	9	false	false	false	0.0	0
character_experience.png	wh2_dlc09_skill_tmb_arkhan_unique_4	The monarch of the Undead, the liege of the Unliving.	Liche King	9	false	false	false	0.0	0
character_health.png	wh2_dlc09_skill_tmb_arkhan_unique_5	The first and most loyal of the Great Necromancer's followers will stand at his side once again. So it is written…	Right-Hand of Nagash	9	false	false	false	0.0	0
battle_ammo.png	wh2_dlc09_skill_tmb_army_buff_basic_archers	Carrying the blessing of the goddess Asaph, these arrows seek out the foe with unerring accuracy.	Arrows of Asaph	0	false	false	false	0.0	0
battle_armour.png	wh2_dlc09_skill_tmb_army_buff_basic_infantry	Death isn't necessarily the end; those who have pledged service must rise to fight again another day.	Sun-Scorched Bones	0	false	false	false	0.0	0
battle_speed.png	wh2_dlc09_skill_tmb_army_buff_cav	Formed by long campaigns and bloody slaughter in the stifling desert heat, the bond between steed and rider cannot be broken, even when death tries to intervene.	Elite Cavalrymen	0	false	false	false	0.0	0
battle_charge.png	wh2_dlc09_skill_tmb_army_buff_chariot	"The swift charioteers of the king. They who pursue the sovereign's foes on the day of his awakening."	Master Charioteers	0	false	false	false	0.0	0
battle_charge.png	wh2_dlc09_skill_tmb_army_buff_elite_structure	Not even stone is set in stone it seems – arcane death magic is used to bring tortured, savage vigour to once-dormant stone sentinels.	Stone Sentinels	0	false	false	false	0.0	0
battle_defence.png	wh2_dlc09_skill_tmb_army_buff_structure_infantry	Simple stone is afforded more respect than other materials, for from its grain giant guardians are hewn, brought to shuddering life by the Liche Priests' sorcery.	Revered Stonemasonry	0	false	false	false	0.0	0
battle_ammo.png	wh2_dlc09_skill_tmb_army_buff_vet_archer	Arrows loosed under the ever-watchful eye of the Serpent Goddess find their marks with divine precision. 	Blessing of the Asp	0	false	false	false	0.0	0
battle_armour.png	wh2_dlc09_skill_tmb_army_buff_vet_cav	The desert itself is his steed.	Dune Rider	0	false	false	false	0.0	0
battle_ward_save.png	wh2_dlc09_skill_tmb_army_buff_vet_infantry	A dream of glory attained through conquest great rages still, despite the dying of the light.	Unfading Memory	0	false	false	false	0.0	0
battle_damage.png	wh2_dlc09_skill_tmb_army_buff_vet_structure	The very strength of the desert, to stand sentinel over the Tomb Kings' domain and crush their enemies to dust.	Ancient Stone	0	false	false	false	0.0	0
campaign_military_spending.png	wh2_dlc09_skill_tmb_campaign_2	Some of war's spoils are more difficult to see but are just as valuable as gold or jewels.	Sand Sweeper	0	false	false	false	0.0	0
campaign_replenishment.png	wh2_dlc09_skill_tmb_campaign_3	This one scours the battlefields, plains and dunes for the vanquished dead, so that his armies may march at full strength once more.	Soul Reaper	0	false	false	false	0.0	0
campaign_canopic_jars.png	wh2_dlc09_skill_tmb_campaign_4	These jars contain the remains of many Liche Priests, which are useful for raising and binding a new force.	Canopic Jar Hoarder	0	false	false	false	0.0	0
campaign_army.png	wh2_dlc09_skill_tmb_campaign_5	Nehekhara's mummified rulers are awake, their eyes burning with balefire, their thirst for power, conquest and vengeance every bit as strong as they were in life.	Attend Me!	0	false	false	false	0.0	0
campaign_disaster.png	wh2_dlc09_skill_tmb_campaign_7	By which the Undead armies of Nehekhara may remain deathless, undying and forever hungry for slaughter.	Imperishable	0	false	false	false	0.0	0
campaign_military_spending.png	wh2_dlc09_skill_tmb_campaign_8	To the victor, the spoils. All of them. Always.	All is Mine!	0	false	false	false	0.0	0
campaign_ambush.png	wh2_dlc09_skill_tmb_campaign_9	It stands watch over the land, lest the foe's insidious, opportunistic agents dare to strike.	The Dead Sand Sentinel	0	false	false	false	0.0	0
mount_skeletal_steed_tmb.png	wh2_dlc09_skill_tmb_champion_unique_tomb_prince_skeletal_steed	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	3	false	false	false	0.0	0
mount_skeleton_chariot.png	wh2_dlc09_skill_tmb_champion_unique_tomb_prince_skeleton_chariot	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	9	false	false	false	0.0	0
trait_human.png	wh2_dlc09_skill_tmb_dummy_immortality		[HIDDEN] immortality	0	false	false	false	0.0	0
mount_skeleton_chariot.png	wh2_dlc09_skill_tmb_engineer_unique_necrotect_skeleton_chariot	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	9	false	false	false	0.0	0
wh2_dlc09_ptra.png	wh2_dlc09_skill_tmb_god_blessing_0	Symbolising immortality and eternity, the ruler of the Nehekharan Pantheon has always had a care for the wellbeing of his children.	Ptra the Great Father	9	false	false	false	0.0	0
wh2_dlc09_geheb.png	wh2_dlc09_skill_tmb_god_blessing_1	"They stand staring into the sun for eternity, the physical embodiment of the everlasting gods. Terrible ye who looked into their divine forms!"	Geheb the God of Earth	9	false	false	false	0.0	0
wh2_dlc09_usurian.png	wh2_dlc09_skill_tmb_god_blessing_2	Those who oppose the faceless God of the Underworld shall suffer terribly, condemned to its lowest levels for eternity.	Usirian the God of the Underworld	9	false	false	false	0.0	0
wh2_dlc09_asaph.png	wh2_dlc09_skill_tmb_god_blessing_3	They who serve the Asp Goddess are blessed with a precise aim with which to reach their objectives.	Asaph the Goddess of Magic & Vengeance	9	false	false	false	0.0	0
character_general_ability.png	wh2_dlc09_skill_tmb_hidden_king_title	 	King Title [HIDDEN]	0	false	false	false	0.0	0
character_general_ability.png	wh2_dlc09_skill_tmb_hidden_prince_title	 	Prince Title [HIDDEN]	0	false	false	false	0.0	0
character_general_ability.png	wh2_dlc09_skill_tmb_khalida_hidden	 	Khalida Ability [HIDDEN]	0	false	false	false	0.0	0
wh2_dlc09_true_blessing_of_asaph.png	wh2_dlc09_skill_tmb_khalida_unique_0	Whenever Khalida awakens, the power of the Asp Goddess floods her body, infusing life and power into her mummified remains so that she may defeat her enemies.	True Blessing of Asaph	9	false	false	false	0.0	0
wh_main_unit_passive_regeneration.png	wh2_dlc09_skill_tmb_khalida_unique_1	Saved from the Blood Kiss at the hands of her cousin Neferata, Khalida was cleansed of evil by the Goddess of Beauty and Vengeance.	Purified	9	false	false	false	0.0	0
character_ammo.png	wh2_dlc09_skill_tmb_khalida_unique_2	The magnificent tomb city is renowned for its Undead archers, pledged to serve the High Queen for eternity.	Lybaras' Best	9	false	false	false	0.0	0
wh2_dlc09_barrage_of_the_legion.png	wh2_dlc09_skill_tmb_khalida_unique_3	Those pledged to fight for Asaph also worship Khalida, her physical embodiment in full, furious Unlife.	Legions of the Asp Goddess	9	false	false	false	0.0	0
wh2_dlc09_asaph.png	wh2_dlc09_skill_tmb_khalida_unique_4	The venom running through Khalida's veins enables her to move with the speed of a striking asp.	Embodiment of Asaph	9	false	false	false	0.0	0
wh_main_unit_passive_frenzy.png	wh2_dlc09_skill_tmb_khalida_unique_5	Her legendary intelligence, temperament and personal bravery make Khalida stand out, even from the extraordinary ranks of the immortal Tomb Kings.	Warrior-Queen	9	false	false	false	0.0	0
character_ward_save.png	wh2_dlc09_skill_tmb_khatep_arcane_knowledge	Some knowledge is so dangerous that it is revealed only to those deemed worthy of the responsibility.	Arcane Knowledge	0	false	false	false	0.0	0
character_general_ability.png	wh2_dlc09_skill_tmb_khatep_hidden		Khatep Ability [HIDDEN]	0	false	false	false	0.0	0
character_diplomacy.png	wh2_dlc09_skill_tmb_khatep_mortuary_cult_scholar	Only those who display the correct degree of diligence and reverence may learn the secrets of Unlife.	Mortuary Cult Scholar	0	false	false	false	0.0	0
mount_casket_of_souls.png	wh2_dlc09_skill_tmb_khatep_mount_casket_of_souls	When the souls are released they endeavour not to return without new victims to torment for eternity.	Casket of Souls	17	false	false	false	0.0	0
character_ward_save.png	wh2_dlc09_skill_tmb_khatep_soul_binding	By which the very souls of the Undead can be harnessed, so their physical forms can be controlled.	Soul Binding	0	false	false	false	0.0	0
character_morale.png	wh2_dlc09_skill_tmb_khatep_unique_0	"Killed him? No, I did not - I gave him life!"	Reanimator	9	false	false	false	0.0	0
wh2_dlc09_lord_abilities_sand_storm.png	wh2_dlc09_skill_tmb_khatep_unique_1	By which a whirling cloud of sand and dust is conjured to confound the foe's armies and magic-users. 	Sandstorm	9	false	false	false	0.0	0
character_morale.png	wh2_dlc09_skill_tmb_khatep_unique_2	Like their riders, fallen mounts can be brought back to spitting, snorting Unlife, and bound in servitude.	Steed Reanimation	9	false	false	false	0.0	0
character_unit_capacity.png	wh2_dlc09_skill_tmb_khatep_unique_3	Nehekhara's scrolls and relics must be guarded if Settra's Golden Age is to be restored.	Tomb Protector	9	false	false	false	0.0	0
character_experience.png	wh2_dlc09_skill_tmb_khatep_unique_4	Ancient beyond memory, Khatep has denied death's cold embrace for centuries, and will continue to do so.	Liche Lord	9	false	false	false	0.0	0
character_magic.png	wh2_dlc09_skill_tmb_khatep_unique_5	The oldest and wisest of the Liche Priests is the head of the Mortuary Cult's hieratic council.	The Grand Hierophant	9	false	false	false	0.0	0
character_technology.png	wh2_dlc09_skill_tmb_khatep_witness_to_the_golden_age	Under Settra's iron-fisted rule, war-ravaged cities and monuments to the Nehekharan gods were restored; there was plenty and prosperity for all, and there will be again.	Witness to the Golden Age	0	false	false	false	0.0	0
character_subterfuge.png	wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary	Knowing your way around the Realm of Souls, along with knowledge of the required ritual incantations, are essential skills for the dedicated Liche Priest.	Mortuary Cultist	9	false	false	false	0.0	0
character_army.png	wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation	When intoned, this ritual text holds back decay so the Tomb Kings' souls can be bound to their mortal remains once more.	Incantation of Preservation	9	false	false	false	0.0	0
character_magic.png	wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore	There are specialised rituals, chants and incantations for drawing forth dead spirits and binding them back into their corporeal forms; this one knows them all.	Keeper of Lore	9	false	false	false	0.0	0
battle_morale.png	wh2_dlc09_skill_tmb_lord_army_base	The promise of a glorious afterlife worthy of a courageous warrior keeps embattled troops focused on the grim task at hand.	Passage to the Soul Realm	0	false	false	false	0.0	0
wh2_dlc09_reanimate.png	wh2_dlc09_skill_tmb_lord_rally	It takes an iron will and unnatural - supernatural - strength to rally bound troops routed by magical means.	Reanimate	0	false	false	false	0.0	0
wh2_dlc09_reanimate_upgraded.png	wh2_dlc09_skill_tmb_lord_rally_upgraded	Dark litanies are uttered to restore the Tomb Kings' slain soldiers to a twisted, chattering imitation of life.	Resurrect	0	false	false	false	0.0	0
mount_skeletal_steed_tmb.png	wh2_dlc09_skill_tmb_lord_unique_arkhan_skeletal_steed	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	6	false	false	false	0.0	0
mount_skeleton_chariot.png	wh2_dlc09_skill_tmb_lord_unique_arkhan_skeleton_chariot	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	13	false	false	false	0.0	0
item_arcane_item.png	wh2_dlc09_skill_tmb_lord_unique_arkhan_staff_of_nagash	Created by the Arch-Necromancer, the staff harnesses Dark Magic from deep within the accursed Black Pyramid.	Staff of Nagash	9	false	false	false	0.0	0
item_weapon.png	wh2_dlc09_skill_tmb_lord_unique_arkhan_the_tomb_blade_of_arkhan	The sword burns away the flesh of Arkhan's victims, leaving nothing but a charred skeleton, bound to the Liche King's dark will for all eternity.	The Tomb Blade of Arkhan	5	false	false	false	0.0	0
mount_necroserpent.png	wh2_dlc09_skill_tmb_lord_unique_khalida_necroserpent	A reward for utter dedication to the Warrior-Queen, every swipe of its sandstone tail can carve through mortal flesh.	Necroserpent	13	false	false	false	0.0	0
mount_skeleton_chariot.png	wh2_dlc09_skill_tmb_lord_unique_khalida_skeleton_chariot	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	9	false	false	false	0.0	0
item_weapon.png	wh2_dlc09_skill_tmb_lord_unique_khalida_the_venom_staff	Fashioned into the shape of a striking asp, the staff writhes and spits with the spiteful anger of Asaph, Goddess of Vengeance.	The Venom Staff	11	false	false	false	0.0	0
mount_skeletal_steed_tmb.png	wh2_dlc09_skill_tmb_lord_unique_khatep_skeletal_steed	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	6	false	false	false	0.0	0
mount_skeleton_chariot.png	wh2_dlc09_skill_tmb_lord_unique_khatep_skeleton_chariot	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	13	false	false	false	0.0	0
item_arcane_item.png	wh2_dlc09_skill_tmb_lord_unique_khatep_the_liche_staff	All of Nehekhara's gods and goddesses are inscribed along the ancient copper staff, granting Khatep mastery over their latent magical power.	The Liche Staff	5	false	false	false	0.0	0
mount_chariot_of_the_gods.png	wh2_dlc09_skill_tmb_lord_unique_settra_chariot_of_the_gods	Its wheels ablaze with a mystical flame, the blessings of the gods are carried by this mighty chariot.	Chariot of the Gods	17	false	false	false	0.0	0
mount_warsphinx.png	wh2_dlc09_skill_tmb_lord_unique_settra_khemrian_warsphinx	Giant leonine statues, almost impervious to harm; they wade through foes, crushing them like bothersome insects.	Khemrian Warsphinx	13	false	false	false	0.0	0
mount_skeletal_steed_tmb.png	wh2_dlc09_skill_tmb_lord_unique_settra_skeletal_steed	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	3	false	false	false	0.0	0
item_weapon.png	wh2_dlc09_skill_tmb_lord_unique_settra_the_blessed_blade_of_ptra	Blessed by the God of the Sun, the sword's white-hot edge is infused with the desert's baking heat, setting the air itself ablaze and blinding the foe.	The Blessed Blade of Ptra	12	false	false	false	0.0	0
item_enchanted_item.png	wh2_dlc09_skill_tmb_lord_unique_settra_the_crown_of_nehekhara	Effectively several crowns in one, this regal headdress instils Settra's unyielding will within those nearby who serve him.	The Crown of Nehekhara	5	false	false	false	0.0	0
mount_warsphinx.png	wh2_dlc09_skill_tmb_lord_unique_tomb_king_khemrian_warsphinx	Giant leonine statues, almost impervious to harm; they wade through foes, crushing them like bothersome insects.	Khemrian Warsphinx	13	false	false	false	0.0	0
mount_skeletal_steed_tmb.png	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeletal_steed	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	3	false	false	false	0.0	0
mount_skeleton_chariot.png	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeleton_chariot	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	9	false	false	false	0.0	0
wh2_dlc09_restore.png	wh2_dlc09_skill_tmb_necrotect_ability_0	Reaching behind the wall of death to bring back the soul and bind it to you takes skill, but like anything, practice makes perfect!	Restore	0	false	false	false	0.0	0
wh2_dlc09_stone_shaper.png	wh2_dlc09_skill_tmb_necrotect_ability_1	The strength at the base of the pillar; the venom of the cobra and the asp. 	Stone Shaper	0	false	false	false	0.0	0
wh2_dlc09_wrath_of_the_creator.png	wh2_dlc09_skill_tmb_necrotect_ability_2	Hatred this strong is infectious, contagious, and inescapable.	Wrath of the Creator	0	false	false	false	0.0	0
character_replenishment.png	wh2_dlc09_skill_tmb_necrotect_inscription_of_repair	This intricate hieroglyphic engraving aids the Necrotect's drive to restore his Tomb King's monuments to their former glory.	Inscription of Repair	9	false	false	false	0.0	0
wh2_dlc09_statuesque_sentinels.png	wh2_dlc09_skill_tmb_necrotect_jackal_specialised	The faces of the gods gaze down from their daises, imposing monuments to Nehekhara's former prestige.	Statuesque Sentinels	9	false	false	false	0.0	0
