effects_tables	3
effect	icon	priority	icon_negative	category	is_positive_value_good
wh2_dlc09_edict_tmb_building_construction_cost_mod	treasury.png	280	treasury.png	campaign	false
wh2_dlc09_edict_tmb_building_construction_cost_mod_buff_additive	edict_tmb_worship_of_phakth.png	0	edict_tmb_worship_of_phakth.png	campaign	false
wh2_dlc09_edict_tmb_force_all_campaign_experience_base_all	experience.png	117	experience.png	campaign	true
wh2_dlc09_edict_tmb_force_all_campaign_experience_base_all_buff_additive	edict_tmb_worship_of_ptra.png	0	edict_tmb_worship_of_ptra.png	campaign	true
wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate	replenishment.png	101	replenishment.png	campaign	true
wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate_buff_additive	edict_tmb_worship_of_djaf.png	0	edict_tmb_worship_of_djaf.png	campaign	true
wh2_dlc09_edict_tmb_force_army_campaign_ambush_success_chance_buff	edict_tmb_worship_of_khsar.png	0	edict_tmb_worship_of_khsar.png	campaign	true
wh2_dlc09_edict_tmb_force_army_campaign_siege_defend_holdout_time	siege_defence.png	101	siege_defence.png	campaign	true
wh2_dlc09_edict_tmb_force_army_campaign_siege_defend_holdout_time_buff_additive	edict_tmb_worship_of_khsar.png	0	edict_tmb_worship_of_khsar.png	campaign	true
wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	campaign_movement.png	13	campaign_movement.png	campaign	true
wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province_buff_additive	edict_tmb_worship_of_djaf.png	0	edict_tmb_worship_of_djaf.png	campaign	true
wh2_dlc09_edict_tmb_force_unit_stat_melee_defence	defence.png	101	defence.png	battle	true
wh2_dlc09_edict_tmb_force_unit_stat_melee_defence_buff_additive	edict_tmb_worship_of_khsar.png	0	edict_tmb_worship_of_khsar.png	campaign	true
wh2_dlc09_edict_tmb_province_growth_province	growth.png	30	growth.png	campaign	true
wh2_dlc09_edict_tmb_province_growth_province_buff_additive	edict_tmb_worship_of_ptra.png	0	edict_tmb_worship_of_ptra.png	campaign	true
wh2_dlc09_edict_tmb_province_tax_rate	income.png	199	income.png	campaign	true
wh2_dlc09_edict_tmb_province_tax_rate_buff_additive	edict_tmb_worship_of_phakth.png	0	edict_tmb_worship_of_phakth.png	campaign	true
wh2_dlc09_edict_tmb_public_order_edict	public_order.png	1	public_order.png	campaign	true
wh2_dlc09_edict_tmb_public_order_edict_buff_additive	edict_tmb_worship_of_asaph.png	0	edict_tmb_worship_of_asaph.png	campaign	true
wh2_dlc09_edict_tmb_religion_conversion_untainted	religion.png	104	religion.png	campaign	true
wh2_dlc09_edict_tmb_religion_conversion_untainted_buff_additive	edict_tmb_worship_of_asaph.png	0	edict_tmb_worship_of_asaph.png	campaign	true
wh2_dlc09_effect_ability_army_enable_legionary_barrage	general_ability.png	705	general_ability.png	battle	true
wh2_dlc09_effect_ability_army_enable_rictus_clanstone	general_ability.png	705	general_ability.png	battle	true
wh2_dlc09_effect_ability_army_enable_sand_veil	general_ability.png	705	general_ability.png	battle	true
wh2_dlc09_effect_ability_army_enable_tomb_swarm	general_ability.png	705	general_ability.png	battle	true
wh2_dlc09_effect_ability_cooldown_decrease_increase_sand_storm	magic_cooldown.png	60	magic_cooldown.png	battle	false
wh2_dlc09_effect_ability_deathblow_for_skeleton_units	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_disable_blessing_of_asaph	general_ability.png	6	general_ability.png	both	true
wh2_dlc09_effect_ability_disable_my_will_be_done	general_ability.png	605	general_ability.png	both	true
wh2_dlc09_effect_ability_disable_reanimate	general_ability.png	605	general_ability.png	both	true
wh2_dlc09_effect_ability_disable_the_curse	general_ability.png	600	general_ability.png	both	true
wh2_dlc09_effect_ability_disable_tombstrike	general_ability.png	605	general_ability.png	both	true
wh2_dlc09_effect_ability_enable_amulet_of_pha_stah	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_befalling_curse	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_blade_of_setep	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_blessed_blade_of_ptra	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_blessing_of_asaph	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_cloak_of_the_dunes	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_crown_of_nehekhara	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_curse	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_desertstrike	general_ability.png	605	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_elixir_of_might	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_enkhils_kanopi	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_full_hide	general_ability.png	0	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_hieratic_jar	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_my_will_be_done	general_ability.png	605	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_necrostrike	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_neferras_scrolls_of_mighty_incantations	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_reanimate	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_reanimate_upgraded	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_scorpion_armour	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_staff_of_nagash	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_stay_here_ill_get_help	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_the_liche_staff	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_the_restless_dead	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_the_tomb_blade_of_arkhan	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_tombstrike	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_tretchs_raiders	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_true_blessing_of_asaph	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_unyielding_will	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_vambraces_of_the_sun	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_enable_venom_staff	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_frenzy_to_ushabti_units	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_hawkish_precision_to_archer_units	general_ability.png	600	general_ability.png	battle	true
wh2_dlc09_effect_ability_mod_cooldown_arcane_conduit	magic_cooldown_character.png	50	magic_cooldown.png	battle	false
wh2_dlc09_effect_ability_uses_increase_sand_storm	general_ability.png	705	general_ability.png	battle	true
wh2_dlc09_effect_agent_action_cost_mod_tmb_liche_priest	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_agent_action_cost_mod_tmb_necrotect	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_agent_action_cost_mod_tmb_tomb_prince	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_agent_action_enable_engineer_hinder_settlement_necrotect_ritual		0		campaign	true
wh2_dlc09_effect_agent_action_success_chance_tmb_necrotect	necrotect.png	101	necrotect.png	campaign	true
wh2_dlc09_effect_agent_action_success_chance_tmb_tomb_prince	tomb_prince.png	101	tomb_prince.png	campaign	true
wh2_dlc09_effect_agent_action_success_chance_wizard_tmb	wizard.png	101	wizard.png	campaign	true
wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	wizard.png	102	wizard.png	campaign	true
wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	necrotect.png	102	necrotect.png	campaign	true
wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	tomb_prince.png	102	tomb_prince.png	campaign	true
wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	tomb_prince.png	0	tomb_prince.png	campaign	true
wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	necrotect.png	0	necrotect.png	campaign	true
wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb	wizard.png	3	wizard.png	campaign	true
wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	wizard.png	0	wizard.png	campaign	true
wh2_dlc09_effect_agent_recruitment_xp_tmb_liche_priest	wizard.png	104	wizard.png	campaign	true
wh2_dlc09_effect_agent_recruitment_xp_tmb_tomb_prince	tomb_prince.png	104	tomb_prince.png	campaign	true
wh2_dlc09_effect_ammunition_tmb_catapult	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_ammunition_tmb_chariots	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_ammunition_tmb_skeleton_archer	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_ammunition_tmb_skeleton_archer_catapult	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_ammunition_tmb_vet_all_archer	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_armour_tmb_all_melee_infantry	armour.png	101	armour.png	battle	true
wh2_dlc09_effect_armour_tmb_vet_all_cav	armour.png	101	armour.png	battle	true
wh2_dlc09_effect_armour_tmb_vet_all_infantry	armour.png	101	armour.png	battle	true
wh2_dlc09_effect_army_battle_ap_damage_carrion	armour_piercing.png	55	armour_piercing.png	battle	true
wh2_dlc09_effect_battle_melee_attack_tmb_tomb_guard_chariots	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_battle_melee_defence_tmb_tomb_guards_chariots	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_battle_morale_tmb_tomb_guards_chariots	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_battle_vanguard_tmb_chariots	attribute_guerrilla_deploy.png	15	attribute_guerrilla_deploy.png	battle	true
wh2_dlc09_effect_book_vampire_units	wh_main_vmp_vampire_counts/variable_upkeep.png	1	wh_main_vmp_vampire_counts/variable_upkeep.png	campaign	true
wh2_dlc09_effect_building_construction_cost_mod_advanced_military	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_constructs	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_economy	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_garrison	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_monument	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_recruitment	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_tmb_cavalry	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_tmb_defence_estate_citadel	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_tmb_income_growth_public_order	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_building_construction_cost_mod_tmb_infantry_chariot	treasury.png	101	treasury.png	campaign	false
wh2_dlc09_effect_charge_tmb_chariot_warsphinx	charge.png	101	charge.png	battle	true
wh2_dlc09_effect_charge_tmb_necrosphinx_scorpion_stalker	charge.png	91	charge.png	battle	true
wh2_dlc09_effect_charge_tmb_speculchral_necropolis	charge.png	91	charge.png	battle	true
wh2_dlc09_effect_diplomacy_bonus_tomb_kings_technology	diplomacy.png	5	diplomacy.png	campaign	true
wh2_dlc09_effect_economy_gdp_mod_culture_tmb	income.png	161	income.png	campaign	true
wh2_dlc09_effect_enable_mount_tmb_casket_of_souls	mount.png	50	mount.png	both	true
wh2_dlc09_effect_enable_mount_tmb_chariot_of_the_gods	mount.png	50	mount.png	both	true
wh2_dlc09_effect_enable_mount_tmb_khemrian_warsphinx	mount.png	50	mount.png	both	true
wh2_dlc09_effect_enable_mount_tmb_necroserpent	mount.png	50	mount.png	both	true
wh2_dlc09_effect_enable_mount_tmb_skeleton_chariot	mount.png	50	mount.png	both	true
wh2_dlc09_effect_force_army_battle_movement_speed_tmb_scorpions	battle_movement.png	101	battle_movement.png	battle	true
wh2_dlc09_effect_force_army_battle_movement_speed_tmb_tombguard_hierotitans	battle_movement.png	101	battle_movement.png	battle	true
wh2_dlc09_effect_force_army_battle_movement_speed_tmb_ushabti_sphinxes	battle_movement.png	101	battle_movement.png	battle	true
wh2_dlc09_effect_force_army_battle_movement_speed_when_retreating_dummy	battle_movement.png	101	battle_movement.png	battle	true
wh2_dlc09_effect_force_army_battle_unit_melee_attack_during_ambushes	melee.png	61	melee.png	battle	true
wh2_dlc09_effect_force_army_campaign_attrition_desert_immunity	disaster.png	56	disaster.png	campaign	true
wh2_dlc09_effect_force_army_campaign_attrition_sandstorm_immunity	disaster.png	56	disaster.png	campaign	true
wh2_dlc09_effect_force_own_campaign_movement_range_province	campaign_movement.png	13	campaign_movement.png	campaign	true
wh2_dlc09_effect_force_unit_attribute_causes_fear_during_subterranean	attribute_causes_fear.png	620	attribute_causes_fear.png	battle	true
wh2_dlc09_effect_force_unit_stat_melee_attack_versus_tomb_kings	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_force_unit_stat_melee_attack_when_retreating_dummy	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_force_unit_stat_morale_versus_tomb_kings	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_increase_army_capacity	military.png	1	military.png	campaign	true
wh2_dlc09_effect_increase_army_capacity_dummy	military.png	1	military.png	campaign	true
wh2_dlc09_effect_increase_army_capacity_hidden		0		campaign	true
wh2_dlc09_effect_leadership_tmb_horsemen_chariot	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_leadership_tmb_vet_all_infantry	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_leadership_tmb_vet_all_monster	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_magic_death_cooldown_spirit_leech_bound	magic_cooldown.png	2	magic_cooldown.png	battle	false
wh2_dlc09_effect_magic_death_enable_spirit_leech_bound	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc09_effect_magic_light_cooldown_shems_burning_gaze_bound	magic_cooldown.png	60	magic_cooldown.png	battle	false
wh2_dlc09_effect_magic_light_enable_shems_burning_gaze_bound	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc09_effect_magic_resistance_tmb_vet_all_monster	resistance_magic.png	707	resistance_magic.png	battle	true
wh2_dlc09_effect_melee_attack_monster	melee.png	1	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_all_melee_infantry	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_carrion_scorpion	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_characters	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_chariot_warsphinx	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_horsemen_chariot	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_necrosphinx_scorpion_stalker	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_stalker_necropolis_knight	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_tomb_prince_chariot	melee_character.png	55	melee_character.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_tomb_prince_foot	melee_character.png	55	melee_character.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_tomb_prince_steed	melee_character.png	55	melee_character.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_ushabti	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_ushabti_titan	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_vet_all_cav	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_attack_tmb_warsphinx	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_defence_monster	defence.png	1	defence.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_all_melee_infantry	defence.png	109	melee.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_characters	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_stalker_necropolis_knight	defence.png	109	defence.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_tomb_prince_chariot	defence_character.png	56	defence_character.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_tomb_prince_foot	defence_character.png	56	defence_character.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_tomb_prince_steed	defence_character.png	56	defence_character.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_ushabti	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_melee_defence_tmb_ushabti_titan	defence.png	101	defence.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_archers	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_archers_stalker	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_casket_of_souls	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_catapult	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_skeleton_archer_catapult	ranged_damage.png	220	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_ushabti	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_damage_tmb_vet_all_archer	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_missile_resistance_tmb_vet_all_archer	resistance_missile.png	55	resistance_missile.png	battle	true
wh2_dlc09_effect_missile_resistance_tmb_vet_all_infantry	resistance_missile.png	55	resistance_missile.png	battle	true
wh2_dlc09_effect_morale_tmb_all_melee_infantry	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_morale_tmb_all_skeleton	morale.png	61	morale.png	battle	true
wh2_dlc09_effect_mortuary_crafting_cost	income.png	197	income.png	campaign	false
wh2_dlc09_effect_physical_resistance_tmb_vet_all_cav	resistance_physical.png	703	resistance_physical.png	battle	true
wh2_dlc09_effect_physical_save_tmb_all_skeleton	resistance_physical.png	55	resistance_physical.png	battle	true
wh2_dlc09_effect_public_order_broken_treaty_dummy	public_order.png	4	public_order.png	campaign	true
wh2_dlc09_effect_ranged_damage_tmb_horsemen	ranged_damage.png	109	ranged_damage.png	battle	true
wh2_dlc09_effect_religion_undeath_public_order_dummy	religion_undeath.png	80	religion_undeath.png	campaign	true
wh2_dlc09_effect_reload_speed_tmb_archers	icon_stat_reload_time_force.png	202	ranged_damage.png	battle	true
wh2_dlc09_effect_reload_speed_tmb_chariot_warsphinx	icon_stat_reload_time_force.png	202	ranged_damage.png	battle	true
wh2_dlc09_effect_reload_tmb_chariots	icon_stat_reload_time_force.png	202	ranged_damage.png	battle	true
wh2_dlc09_effect_reload_tmb_skeleton_archer	icon_stat_reload_time_force.png	202	ranged_damage.png	battle	true
wh2_dlc09_effect_replenishment_tmb_structures	replenishment.png	101	replenishment.png	campaign	true
wh2_dlc09_effect_replenishment_tmb_tomb_guard	replenishment.png	101	replenishment.png	campaign	true
wh2_dlc09_effect_replenishment_tomb_guard_chariots	replenishment.png	101	replenishment.png	campaign	true
wh2_dlc09_effect_rite_khsar_sandstorms_dummy	disaster.png	5	disaster.png	campaign	true
wh2_dlc09_effect_secret_agent_enable_recruitment_wizard_tmb_book	wizard.png	3	wizard.png	campaign	true
wh2_dlc09_effect_siege_engine_enable_tmb_battering_ram	artillery.png	0	artillery.png	campaign	true
wh2_dlc09_effect_siege_engine_enable_tmb_siege_tower	artillery.png	0	artillery.png	campaign	true
wh2_dlc09_effect_siege_engine_number_tmb_battering_ram	artillery.png	0	artillery.png	battle	true
wh2_dlc09_effect_siege_engine_number_tmb_siege_tower	artillery.png	0	artillery.png	battle	true
wh2_dlc09_effect_siege_engine_unlock_tmb_battering_ram	artillery.png	0	artillery.png	campaign	true
wh2_dlc09_effect_siege_engine_unlock_tmb_siege_tower	artillery.png	0	artillery.png	campaign	true
wh2_dlc09_effect_skill_charge_bonus_increase_skv_stormvermin	charge.png	700	charge.png	battle	true
wh2_dlc09_effect_speed_tmb_horsemen_necropolice	battle_movement.png	115	battle_movement.png	battle	true
wh2_dlc09_effect_speed_tmb_stalker_necropolis_knight	battle_movement.png	115	battle_movement.png	battle	true
wh2_dlc09_effect_speed_tmb_vet_all_infantry	battle_movement.png	101	battle_movement.png	battle	true
wh2_dlc09_effect_tech_ammunition_increase_tmb_skeleton_archers_horsemen	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_tech_ammunition_increase_tmb_skull_catapult	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_tech_ammunition_increase_tmb_skull_catapult_casket	ammo.png	201	ammo.png	battle	true
wh2_dlc09_effect_tech_armour_increase_brt_knights	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_chariots	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_necropolis_knights	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_necrosphinx	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_nehekhara_warriors_chariots	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_skeleton_archers_horsemen	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_sphinxes	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_stalkers	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_tombguard_hierotitan	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_armour_increase_tmb_warsphinx	armour.png	110	armour.png	battle	true
wh2_dlc09_effect_tech_charge_speed_increase_tmb_carrion	charge.png	121	charge.png	battle	true
wh2_dlc09_effect_tech_charge_speed_increase_tmb_horsemen	charge.png	121	charge.png	battle	true
wh2_dlc09_effect_tech_charge_speed_increase_tmb_nehekhara_warriors_chariots	charge.png	121	charge.png	battle	true
wh2_dlc09_effect_tech_charge_speed_increase_tmb_scorpions_stalkers	charge.png	121	charge.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_bone_giant	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_horsemen	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_necropolis_knights	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_nehekhara_warriors_chariots	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_scorpions	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_spearmen_warriors	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_tomb_guard	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_attack_increase_tmb_ushabti	melee.png	109	melee.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_chariots	weapon_damage.png	108	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_necropolis_knights	weapon_damage.png	108	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_nehekhara_warriors_chariots	weapon_damage.png	108	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_scorpions_stalkers	weapon_damage.png	111	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_skeletons_chariots	weapon_damage.png	108	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_tombguard_hierotitans	weapon_damage.png	108	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_damage_increase_tmb_ushabti_sphinxes	weapon_damage.png	120	weapon_damage.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_carrion	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_hierotitan	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_horsemen	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_necropolis_knights	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_necrosphinx	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_nehekhara_warriors_chariots	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_scorpions	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_spearmen_warriors	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_sphinxes	defence.png	111	defence.png	battle	true
wh2_dlc09_effect_tech_melee_defence_increase_tmb_stalkers	defence.png	111	defence.png	battle	true
