effects_tables	3
effect	icon	priority	icon_negative	category	is_positive_value_good
wh2_dlc11_skill_all_magic_deep_09_krakens_pull_enabled		0		both	true
wh2_dlc11_skill_all_magic_deep_09_krakens_pull_disabled		0		both	false
wh2_dlc11_skill_all_magic_deep_10_ghost_ship_enabled		0		both	true
wh2_dlc11_skill_all_magic_deep_10_ghost_ship_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_disabled		0		both	false
wh2_dlc11_skill_cst_magic_vampires_05_drowned_dead_enabled		0		both	true
wh2_dlc11_skill_cst_magic_vampires_05_drowned_dead_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_09_curse_of_years_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_09_curse_of_years_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_10_wind_of_death_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_10_wind_of_death_disabled		0		both	false
wh2_dlc11_skill_vmp_bloodline_lahmian_magic_curse_of_undeath_enabled		0		both	true
wh2_dlc11_skill_vmp_bloodline_lahmian_magic_curse_of_undeath_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled		0		both	false
wh_dlc05_skill_magic_shadow_enfeebling_foe_enabled		0		both	true
wh_dlc05_skill_magic_shadow_enfeebling_foe_disabled		0		both	false
wh_dlc05_skill_magic_shadow_penumbral_pendulum_enabled		0		both	true
wh_dlc05_skill_magic_shadow_penumbral_pendulum_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_05_raise_dead_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_05_raise_dead_disabled		0		both	false
wh_dlc05_skill_magic_shadow_okkams_mindrazor_enabled		0		both	true
wh_dlc05_skill_magic_shadow_okkams_mindrazor_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_10_wind_of_death_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_10_wind_of_death_disabled		0		both	false
wh2_dlc11_skill_vmp_bloodline_necrarch_magic_curse_of_undeath_enabled		0		both	true
wh2_dlc11_skill_vmp_bloodline_necrarch_magic_curse_of_undeath_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled		0		both	false
wh_main_skill_all_magic_death_01_spirit_leech_enabled		0		both	true
wh_main_skill_all_magic_death_01_spirit_leech_disabled		0		both	false
wh_dlc03_skill_magic_beasts_panns_impenetrable_pelt_enabled		0		both	true
wh_dlc03_skill_magic_beasts_panns_impenetrable_pelt_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_05_raise_dead_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_05_raise_dead_disabled		0		both	false
wh_dlc03_skill_magic_beasts_the_curse_of_anraheir_enabled		0		both	true
wh_dlc03_skill_magic_beasts_the_curse_of_anraheir_disabled		0		both	false
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus_enabled		0		both	true
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus_disabled		0		both	false
wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_curse_of_undeath_enabled		0		both	true
wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_curse_of_undeath_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_disabled		0		both	false
wh_dlc03_skill_magic_beasts_flock_of_doom_enabled		0		both	true
wh_dlc03_skill_magic_beasts_flock_of_doom_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_05_raise_dead_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_05_raise_dead_disabled		0		both	false
wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_transformation_of_kadon_enabled		0		both	true
wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_transformation_of_kadon_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_10_wind_of_death_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_10_wind_of_death_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_02_toxic_rain_lore_attribute_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_02_toxic_rain_lore_attribute_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_01_warp_stars_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_01_warp_stars_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_03_skitterleap_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_03_skitterleap_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_04_armour_of_darkness_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_04_armour_of_darkness_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_05_veil_of_shadows_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_05_veil_of_shadows_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_06_brittle_bone_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_06_brittle_bone_disabled		0		both	false
wh2_dlc14_skill_all_magic_stealth_07_black_whirlwind_enabled		0		both	true
wh2_dlc14_skill_all_magic_stealth_07_black_whirlwind_disabled		0		both	false
wh2_main_skill_magic_dark_lore_attribute_enabled		0		both	true
wh2_main_skill_magic_dark_lore_attribute_disabled		0		both	false
wh2_main_skill_magic_dark_chillwind_enabled		0		both	true
wh2_main_skill_magic_dark_chillwind_disabled		0		both	false
wh2_main_skill_magic_dark_power_of_darkness_enabled		0		both	true
wh2_main_skill_magic_dark_power_of_darkness_disabled		0		both	false
wh2_main_skill_magic_dark_word_of_pain_enabled		0		both	true
wh2_main_skill_magic_dark_word_of_pain_disabled		0		both	false
wh2_main_skill_magic_dark_bladewind_enabled		0		both	true
wh2_main_skill_magic_dark_bladewind_disabled		0		both	false
wh2_main_skill_magic_dark_doombolt_enabled		0		both	true
wh2_main_skill_magic_dark_doombolt_disabled		0		both	false
wh2_main_skill_magic_dark_soul_stealer_enabled		0		both	true
wh2_main_skill_magic_dark_soul_stealer_disabled		0		both	false
wh2_main_skill_all_magic_plague_03_lore_attribute_enabled		0		both	true
wh2_main_skill_all_magic_plague_03_lore_attribute_disabled		0		both	false
wh2_main_skill_all_magic_plague_01_pestilent_breath_enabled		0		both	true
wh2_main_skill_all_magic_plague_01_pestilent_breath_disabled		0		both	false
wh2_main_skill_all_magic_plague_02_bless_with_filth_enabled		0		both	true
wh2_main_skill_all_magic_plague_02_bless_with_filth_disabled		0		both	false
wh2_main_skill_all_magic_plague_04_wither_enabled		0		both	true
wh2_main_skill_all_magic_plague_04_wither_disabled		0		both	false
wh2_main_skill_all_magic_plague_05_vermintide_enabled		0		both	true
wh2_main_skill_all_magic_plague_05_vermintide_disabled		0		both	false
wh2_main_skill_all_magic_plague_09_plague_enabled		0		both	true
wh2_main_skill_all_magic_plague_09_plague_disabled		0		both	false
wh2_main_skill_all_magic_plague_10_dreaded_thirteenth_enabled		0		both	true
wh2_main_skill_all_magic_plague_10_dreaded_thirteenth_disabled		0		both	false
wh2_main_skill_all_magic_ruin_03_lore_attribute_enabled		0		both	true
wh2_main_skill_all_magic_ruin_03_lore_attribute_disabled		0		both	false
wh2_main_skill_all_magic_ruin_01_warp_lightning_enabled		0		both	true
wh2_main_skill_all_magic_ruin_01_warp_lightning_disabled		0		both	false
wh2_main_skill_all_magic_ruin_02_howling_warpgale_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_02_howling_warpgale_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_04_death_frenzy_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_04_death_frenzy_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_05_skaven_scorch_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_05_skaven_scorch_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_09_cracks_call_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_09_cracks_call_warlock_disabled		0		both	false
wh2_main_skill_all_magic_plague_10_dreaded_thirteenth_enabled		0		both	true
wh2_main_skill_all_magic_plague_10_dreaded_thirteenth_disabled		0		both	false
wh2_main_skill_all_magic_high_03_lore_attribute_enabled		0		both	true
wh2_main_skill_all_magic_high_03_lore_attribute_disabled		0		both	false
wh2_main_skill_all_magic_high_02_apotheosis_enabled		0		both	true
wh2_main_skill_all_magic_high_02_apotheosis_disabled		0		both	false
wh2_main_skill_all_magic_high_04_hand_of_glory_enabled		0		both	true
wh2_main_skill_all_magic_high_04_hand_of_glory_disabled		0		both	false
wh2_main_skill_all_magic_high_01_soul_quench_enabled		0		both	true
wh2_main_skill_all_magic_high_01_soul_quench_disabled		0		both	false
wh2_main_skill_all_magic_high_05_tempest_enabled		0		both	true
wh2_main_skill_all_magic_high_05_tempest_disabled		0		both	false
wh2_main_skill_all_magic_high_09_arcane_unforging_enabled		0		both	true
wh2_main_skill_all_magic_high_09_arcane_unforging_disabled		0		both	false
wh2_main_skill_all_magic_high_10_fiery_convocation_enabled		0		both	true
wh2_main_skill_all_magic_high_10_fiery_convocation_disabled		0		both	false
wh_dlc03_skill_magic_beasts_wyssans_wildform_enabled		0		both	true
wh_dlc03_skill_magic_beasts_wyssans_wildform_disabled		0		both	false
wh_main_skill_all_magic_death_01_spirit_leech_enabled		0		both	true
wh_main_skill_all_magic_death_01_spirit_leech_disabled		0		both	false
wh_main_skill_all_magic_fire_01_fireball_enabled		0		both	true
wh_main_skill_all_magic_fire_01_fireball_disabled		0		both	false
wh_main_skill_all_magic_heavens_01_harmonic_convergence_enabled		0		both	true
wh_main_skill_all_magic_heavens_01_harmonic_convergence_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_disabled		0		both	false
wh_main_skill_all_magic_light_01_shems_burning_gaze_enabled		0		both	true
wh_main_skill_all_magic_light_01_shems_burning_gaze_disabled		0		both	false
wh_main_skill_all_magic_metal_01_searing_doom_enabled		0		both	true
wh_main_skill_all_magic_metal_01_searing_doom_disabled		0		both	false
wh_dlc05_skill_magic_shadow_mystifying_miasma_enabled		0		both	true
wh_dlc05_skill_magic_shadow_mystifying_miasma_disabled		0		both	false
wh2_main_skill_all_magic_plague_03_lore_attribute_enabled		0		both	true
wh2_main_skill_all_magic_plague_03_lore_attribute_disabled		0		both	false
wh2_main_skill_all_magic_plague_01_pestilent_breath_enabled		0		both	true
wh2_main_skill_all_magic_plague_01_pestilent_breath_disabled		0		both	false
wh2_main_skill_all_magic_plague_02_bless_with_filth_enabled		0		both	true
wh2_main_skill_all_magic_plague_02_bless_with_filth_disabled		0		both	false
wh2_main_skill_all_magic_plague_04_wither_enabled		0		both	true
wh2_main_skill_all_magic_plague_04_wither_disabled		0		both	false
wh2_main_skill_all_magic_plague_05_vermintide_enabled		0		both	true
wh2_main_skill_all_magic_plague_05_vermintide_disabled		0		both	false
wh2_main_skill_all_magic_plague_09_plague_enabled		0		both	true
wh2_main_skill_all_magic_plague_09_plague_disabled		0		both	false
wh2_main_skill_all_magic_plague_11_pestilent_birth_enabled		0		both	true
wh2_main_skill_all_magic_plague_11_pestilent_birth_disabled		0		both	false
wh2_main_skill_all_magic_ruin_03_lore_attribute_enabled		0		both	true
wh2_main_skill_all_magic_ruin_03_lore_attribute_disabled		0		both	false
wh2_main_skill_all_magic_ruin_01_warp_lightning_enabled		0		both	true
wh2_main_skill_all_magic_ruin_01_warp_lightning_disabled		0		both	false
wh2_main_skill_all_magic_ruin_02_howling_warpgale_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_02_howling_warpgale_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_04_death_frenzy_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_04_death_frenzy_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_05_skaven_scorch_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_05_skaven_scorch_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_09_cracks_call_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_09_cracks_call_warlock_disabled		0		both	false
wh2_main_skill_all_magic_ruin_10_skitterleap_warlock_enabled		0		both	true
wh2_main_skill_all_magic_ruin_10_skitterleap_warlock_disabled		0		both	false
wh_dlc03_skill_magic_beasts_wild_heart_enabled		0		both	true
wh_dlc03_skill_magic_beasts_wild_heart_disabled		0		both	false
wh_dlc03_skill_magic_beasts_wyssans_wildform_enabled		0		both	true
wh_dlc03_skill_magic_beasts_wyssans_wildform_disabled		0		both	false
wh_dlc03_skill_magic_beasts_flock_of_doom_enabled		0		both	true
wh_dlc03_skill_magic_beasts_flock_of_doom_disabled		0		both	false
wh_dlc03_skill_magic_beasts_panns_impenetrable_pelt_enabled		0		both	true
wh_dlc03_skill_magic_beasts_panns_impenetrable_pelt_disabled		0		both	false
wh_dlc03_skill_magic_beasts_the_amber_spear_enabled		0		both	true
wh_dlc03_skill_magic_beasts_the_amber_spear_disabled		0		both	false
wh_dlc03_skill_magic_beasts_the_curse_of_anraheir_enabled		0		both	true
wh_dlc03_skill_magic_beasts_the_curse_of_anraheir_disabled		0		both	false
wh_dlc03_skill_magic_beasts_transformation_of_kadon_enabled		0		both	true
wh_dlc03_skill_magic_beasts_transformation_of_kadon_disabled		0		both	false
wh_dlc03_skill_magic_wild_bestial_surge_enabled		0		both	true
wh_dlc03_skill_magic_wild_bestial_surge_disabled		0		both	false
wh_dlc03_skill_magic_wild_viletide_enabled		0		both	true
wh_dlc03_skill_magic_wild_viletide_disabled		0		both	false
wh_dlc03_skill_magic_wild_devolve_enabled		0		both	true
wh_dlc03_skill_magic_wild_devolve_disabled		0		both	false
wh_dlc03_skill_magic_wild_bray_scream_enabled		0		both	true
wh_dlc03_skill_magic_wild_bray_scream_disabled		0		both	false
wh_dlc03_skill_magic_wild_traitor_kin_enabled		0		both	true
wh_dlc03_skill_magic_wild_traitor_kin_disabled		0		both	false
wh_dlc03_skill_magic_wild_mantle_of_ghorok_enabled		0		both	true
wh_dlc03_skill_magic_wild_mantle_of_ghorok_disabled		0		both	false
wh_dlc03_skill_magic_wild_savage_dominion_enabled		0		both	true
wh_dlc03_skill_magic_wild_savage_dominion_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_helman_03_the_curse_of_undeath_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_helman_03_the_curse_of_undeath_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_05_helman_raise_dead_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_05_helman_raise_dead_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_09_curse_of_years_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_09_curse_of_years_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_10_wind_of_death_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_10_wind_of_death_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek_disabled		0		both	false
wh_main_skill_all_magic_death_01_spirit_leech_enabled		0		both	true
wh_main_skill_all_magic_death_01_spirit_leech_disabled		0		both	false
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_enabled		0		both	true
wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash_disabled		0		both	false
wh_dlc04_skill_vmp_magic_strigoi_05_raise_dead_enabled		0		both	true
wh_dlc04_skill_vmp_magic_strigoi_05_raise_dead_disabled		0		both	false
wh_main_skill_all_magic_death_04_soulblight_enabled		0		both	true
wh_main_skill_all_magic_death_04_soulblight_disabled		0		both	false
wh_main_skill_all_magic_death_05_doom_and_darkness_enabled		0		both	true
wh_main_skill_all_magic_death_05_doom_and_darkness_disabled		0		both	false
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_enabled		0		both	true
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_disabled		0		both	false
wh_dlc05_skill_magic_shadow_mystifying_miasma_enabled		0		both	true
wh_dlc05_skill_magic_shadow_mystifying_miasma_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_disabled		0		both	false
wh_dlc05_skill_magic_shadow_the_withering_enabled		0		both	true
wh_dlc05_skill_magic_shadow_the_withering_disabled		0		both	false
wh_dlc05_skill_magic_shadow_penumbral_pendulum_enabled		0		both	true
wh_dlc05_skill_magic_shadow_penumbral_pendulum_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_earth_blood_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_earth_blood_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_disabled		0		both	false
wh_dlc05_skill_magic_life_life_bloom_enabled		0		both	true
wh_dlc05_skill_magic_life_life_bloom_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_earth_blood_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_earth_blood_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_shield_of_thorns_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_flesh_to_stone_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_flesh_to_stone_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_regrowth_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_regrowth_disabled		0		both	false
wh_dlc05_skill_magic_life_wizard_the_dwellers_below_enabled		0		both	true
wh_dlc05_skill_magic_life_wizard_the_dwellers_below_disabled		0		both	false
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_enabled		0		both	true
wh_dlc05_skill_magic_shadow_smoke_and_mirrors_disabled		0		both	false
wh_dlc05_skill_magic_shadow_mystifying_miasma_enabled		0		both	true
wh_dlc05_skill_magic_shadow_mystifying_miasma_disabled		0		both	false
wh_dlc05_skill_magic_shadow_enfeebling_foe_enabled		0		both	true
wh_dlc05_skill_magic_shadow_enfeebling_foe_disabled		0		both	false
wh_dlc05_skill_magic_shadow_the_withering_enabled		0		both	true
wh_dlc05_skill_magic_shadow_the_withering_disabled		0		both	false
wh_dlc05_skill_magic_shadow_penumbral_pendulum_enabled		0		both	true
wh_dlc05_skill_magic_shadow_penumbral_pendulum_disabled		0		both	false
wh_dlc05_skill_magic_shadow_pit_of_shades_enabled		0		both	true
wh_dlc05_skill_magic_shadow_pit_of_shades_disabled		0		both	false
wh_dlc05_skill_magic_shadow_okkams_mindrazor_enabled		0		both	true
wh_dlc05_skill_magic_shadow_okkams_mindrazor_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_04_power_of_da_waaagh_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_04_power_of_da_waaagh_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_01_gaze_of_mork_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_01_gaze_of_mork_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_02_brain_bursta_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_02_brain_bursta_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_03_fists_of_gork_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_03_fists_of_gork_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_05_eadbutt_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_05_eadbutt_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_10_foot_of_gork_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_10_foot_of_gork_disabled		0		both	false
wh_main_skill_grn_magic_big_waaagh_09_ere_we_go_enabled		0		both	true
wh_main_skill_grn_magic_big_waaagh_09_ere_we_go_disabled		0		both	false
wh_main_skill_all_magic_death_03_life_leeching_enabled		0		both	true
wh_main_skill_all_magic_death_03_life_leeching_disabled		0		both	false
wh_main_skill_all_magic_death_01_spirit_leech_enabled		0		both	true
wh_main_skill_all_magic_death_01_spirit_leech_disabled		0		both	false
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight_enabled		0		both	true
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight_disabled		0		both	false
wh_main_skill_all_magic_death_05_doom_and_darkness_enabled		0		both	true
wh_main_skill_all_magic_death_05_doom_and_darkness_disabled		0		both	false
wh_main_skill_all_magic_death_04_soulblight_enabled		0		both	true
wh_main_skill_all_magic_death_04_soulblight_disabled		0		both	false
wh_main_skill_all_magic_death_09_the_fate_of_bjuna_enabled		0		both	true
wh_main_skill_all_magic_death_09_the_fate_of_bjuna_disabled		0		both	false
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus_enabled		0		both	true
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus_disabled		0		both	false
wh_main_skill_all_magic_fire_04_kindleflame_enabled		0		both	true
wh_main_skill_all_magic_fire_04_kindleflame_disabled		0		both	false
wh_main_skill_all_magic_fire_01_fireball_enabled		0		both	true
wh_main_skill_all_magic_fire_01_fireball_disabled		0		both	false
wh_main_skill_all_magic_fire_02_cascading_fire-cloak_enabled		0		both	true
wh_main_skill_all_magic_fire_02_cascading_fire-cloak_disabled		0		both	false
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin_enabled		0		both	true
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin_disabled		0		both	false
wh_main_skill_all_magic_fire_05_the_burning_head_enabled		0		both	true
wh_main_skill_all_magic_fire_05_the_burning_head_disabled		0		both	false
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning_enabled		0		both	true
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning_disabled		0		both	false
wh_main_skill_all_magic_fire_10_flame_storm_enabled		0		both	true
wh_main_skill_all_magic_fire_10_flame_storm_disabled		0		both	false
wh_main_skill_all_magic_heavens_03_rolling_skies_enabled		0		both	true
wh_main_skill_all_magic_heavens_03_rolling_skies_disabled		0		both	false
wh_main_skill_all_magic_heavens_01_harmonic_convergence_enabled		0		both	true
wh_main_skill_all_magic_heavens_01_harmonic_convergence_disabled		0		both	false
wh_main_skill_all_magic_heavens_02_wind_blast_enabled		0		both	true
wh_main_skill_all_magic_heavens_02_wind_blast_disabled		0		both	false
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind_enabled		0		both	true
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind_disabled		0		both	false
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt_enabled		0		both	true
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt_disabled		0		both	false
wh_main_skill_all_magic_heavens_09_comet_of_casandora_enabled		0		both	true
wh_main_skill_all_magic_heavens_09_comet_of_casandora_disabled		0		both	false
wh_main_skill_all_magic_heavens_10_chain_lightning_enabled		0		both	true
wh_main_skill_all_magic_heavens_10_chain_lightning_disabled		0		both	false
wh_main_skill_all_magic_light_03_exorcism_enabled		0		both	true
wh_main_skill_all_magic_light_03_exorcism_disabled		0		both	false
wh_main_skill_all_magic_light_01_shems_burning_gaze_enabled		0		both	true
wh_main_skill_all_magic_light_01_shems_burning_gaze_disabled		0		both	false
wh_main_skill_all_magic_light_02_phas_protection_enabled		0		both	true
wh_main_skill_all_magic_light_02_phas_protection_disabled		0		both	false
wh_main_skill_all_magic_light_04_light_of_battle_enabled		0		both	true
wh_main_skill_all_magic_light_04_light_of_battle_disabled		0		both	false
wh_main_skill_all_magic_light_05_net_of_amyntok_enabled		0		both	true
wh_main_skill_all_magic_light_05_net_of_amyntok_disabled		0		both	false
wh_main_skill_all_magic_light_09_banishment_enabled		0		both	true
